User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category,,
Dmondello,AKIASVBSAKZIZPALM7BL,2021-01-05T00:20:15Z,iam.amazonaws.com,CreateRole,us-east-1,93.44.192.68,aws-sdk-go/1.36.7 (go1.15.5, darwin, amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.3 (+https://www.terraform.io),EntityAlreadyExistsException,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""iam_for_lambda""}]",e742bb00-f70f-4362-bf80-0ec27744942a,a48de38c-9824-4524-add9-f2cc2f071e47,false,AwsApiCall,182640989777,Management
Dmondello,AKIASVBSAKZIZPALM7BL,2021-01-05T00:20:15Z,iam.amazonaws.com,CreatePolicy,us-east-1,93.44.192.68,aws-sdk-go/1.36.7 (go1.15.5, darwin, amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.3 (+https://www.terraform.io),EntityAlreadyExistsException,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""lambda_logging""}]",2506c258-fb1c-4a7a-a3bf-c16d22ddf097,b77af98c-9f46-4f7d-a7fd-7fdb9bfa5946,false,AwsApiCall,182640989777,Management
Dmondello,AKIASVBSAKZIZPALM7BL,2021-01-05T00:08:27Z,iam.amazonaws.com,CreatePolicy,us-east-1,93.44.192.68,aws-sdk-go/1.36.7 (go1.15.5, darwin, amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.3 (+https://www.terraform.io),EntityAlreadyExistsException,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""lambda_logging""}]",1a49c1a7-37ad-45e9-9a08-8d9bffc73f79,5fb452c1-abd2-4d75-92d7-354df44dd982,false,AwsApiCall,182640989777,Management
Dmondello,AKIASVBSAKZIZPALN6BL,2021-01-05T00:08:27Z,iam.amazonaws.com,CreateRole,us-east-1,93.44.192.68,aws-sdk-go/1.36.7 (go1.15.5, darwin, amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.3 (+https://www.terraform.io),EntityAlreadyExistsException,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""iam_for_lambda""}]",47636fa1-1371-4980-b9cc-f9d0cdc6249f,92e6de3b-84d7-47f9-b646-4f9c5b3c24db,false,AwsApiCall,182640989777,Management
Dmondello,AKIASVBSAKZIZPALM7BL,2021-01-04T23:37:22Z,iam.amazonaws.com,CreateRole,us-east-1,93.44.192.68,aws-sdk-go/1.36.7 (go1.15.5, darwin, amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.3 (+https://www.terraform.io),EntityAlreadyExistsException,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""iam_for_lambda""}]",110c876a-30b3-49c6-902c-8c8536299401,ecb49271-a376-49e5-acc8-f97ae363a854,false,AwsApiCall,182640989777,Management
Dmondello,AKIASVBSAKZIZPALM7BL,2021-01-04T23:37:21Z,iam.amazonaws.com,CreatePolicy,us-east-1,93.44.192.68,aws-sdk-go/1.36.7 (go1.15.5, darwin, amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.3 (+https://www.terraform.io),EntityAlreadyExistsException,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""lambda_logging""}]",92784fb3-03c8-4520-9bb6-fab21181e93e,4b82c0ad-bc8c-4f73-b235-dfb0b4b8c7a0,false,AwsApiCall,182640989777,Management
Daniel,,2021-01-04T22:49:01Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,6a98ac08-b7a5-4d90-8f3a-3cd01169a888,false,AwsConsoleSignIn,182640989777,Management,,
Dmondello,AKIASVBSAKZIZPALM7BL,2021-01-04T22:35:06Z,iam.amazonaws.com,AttachRolePolicy,us-east-1,93.44.192.68,aws-sdk-go/1.36.7 (go1.15.5, darwin, amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.3 (+https://www.terraform.io),,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::182640989777:policy/lambda_logging""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""iam_for_lambda""}]",4b404c73-b0bd-4cff-bce4-32299a89421e,7e1a7670-a2d8-48bd-b852-6de225292e75,false,AwsApiCall,182640989777,Management
Dmondello,AKIASVBSAKZIZPALM7BL,2021-01-04T22:35:04Z,iam.amazonaws.com,CreatePolicy,us-east-1,93.44.192.68,aws-sdk-go/1.36.7 (go1.15.5, darwin, amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.3 (+https://www.terraform.io),,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""lambda_logging""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::182640989777:policy/lambda_logging""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""ANPASVBSAKZIU44VVWBK6""}]",f51030b2-094a-49d5-803d-e4d942bcb37b,28c8ffae-bbb5-48d4-aa4a-f240c87a6419,false,AwsApiCall,182640989777,Management
Dmondello,AKIASVBSAKZIZPALM7BL,2021-01-04T22:35:04Z,iam.amazonaws.com,CreateRole,us-east-1,93.44.192.68,aws-sdk-go/1.36.7 (go1.15.5, darwin, amd64) APN/1.0 HashiCorp/1.0 Terraform/0.14.3 (+https://www.terraform.io),,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""AROASVBSAKZIY6E3VIA2R""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""iam_for_lambda""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""arn:aws:iam::182640989777:role/iam_for_lambda""}]",39de521c-ca2d-4fcd-9ea5-1b40ddbd9da5,5b0d9219-beaa-4ec0-b305-c5ea2bd1cafe,false,AwsApiCall,182640989777,Management
Daniel,ASIASVBSAKZISX4I2EHV,2021-01-03T21:50:22Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,93.44.192.68,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSOrganizationsFullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",32bd6649-c374-4cd6-ab21-962dc35fd3c0,f1e6c6df-60e2-48d5-8a62-fb588e484ace,false,AwsApiCall,182640989777,Management,,
Daniel,ASIASVBSAKZISX4I2EHV,2021-01-03T21:47:08Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,93.44.192.68,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AmazonS3FullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",5cb41e67-3f0e-4247-85b3-7cad16b03809,5e1bcdd4-61d3-493c-9436-ceda445b3ba3,false,AwsApiCall,182640989777,Management,,
Daniel,,2021-01-03T21:46:26Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,ba39e219-4cbd-43c4-8120-1eb3008fbc77,false,AwsConsoleSignIn,182640989777,Management,,
Daniel,ASIASVBSAKZIQZWSLXF7,2021-01-03T09:26:04Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,93.44.192.68,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",db3a1021-4be7-443e-8462-85908e4a9a02,37a31b69-52bb-4970-aa91-346b4cb8e68a,false,AwsApiCall,182640989777,Management,,
Daniel,ASIASVBSAKZIQZWSLXF7,2021-01-03T09:26:04Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,93.44.192.68,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrail_FullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",4fe6fa27-a207-4c28-ad3a-09d9386fd820,d8552b2d-1170-463a-b4f2-3f180e736809,false,AwsApiCall,182640989777,Management,,
Daniel,ASIASVBSAKZIQZWSLXF7,2021-01-03T09:25:13Z,iam.amazonaws.com,DetachGroupPolicy,us-east-1,93.44.192.68,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrail_FullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",3e88db72-f689-4b4f-ac8e-53de1806f339,20cd8f84-5506-4d12-a94f-6e0cbcdacbbf,false,AwsApiCall,182640989777,Management,,
Daniel,ASIASVBSAKZIQZWSLXF7,2021-01-03T09:25:11Z,iam.amazonaws.com,DetachGroupPolicy,us-east-1,93.44.192.68,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",4afc4ede-7abf-4ab5-9154-86b53332056d,dd686b83-10c2-4d94-ac89-6d4f842fb4aa,false,AwsApiCall,182640989777,Management,,
CloudTrail,,2021-01-03T09:01:49Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,Mozilla/5.0 (Macintosh, Intel Mac OS X 10.16, rv:84.0) Gecko/20100101 Firefox/84.0,,[],,68f56dc1-4b1c-46c6-becb-f22839b6d636,false,AwsConsoleSignIn,182640989777,Management
Daniel,,2021-01-03T09:00:32Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,Mozilla/5.0 (Macintosh, Intel Mac OS X 10.16, rv:84.0) Gecko/20100101 Firefox/84.0,,[],,4235ebd9-0702-46f2-90c1-de9b3538e234,false,AwsConsoleSignIn,182640989777,Management
Daniel,,2021-01-03T08:55:30Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,fb9494d6-b7bb-49d4-aef6-790deeaa9ffd,false,AwsConsoleSignIn,182640989777,Management,,
CloudTrail,,2021-01-03T08:07:22Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,88a8bbaf-f1f0-4d37-a8ed-ff3e952da70c,false,AwsConsoleSignIn,182640989777,Management,,
Daniel,,2021-01-03T07:31:17Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,abb8fcd0-ca63-4a94-9a93-e6a841a25042,false,AwsConsoleSignIn,182640989777,Management,,
Daniel,,2021-01-02T18:28:01Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,fd495010-ecd2-4d66-910c-22b61be4359e,false,AwsConsoleSignIn,182640989777,Management,,
CloudTrail,,2021-01-02T18:25:26Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,6bd7d848-2331-4b77-8ad8-a90facb88760,false,AwsConsoleSignIn,182640989777,Management,,
Daniel,ASIAJAUCDO4FXTGVK7BQ,2021-01-02T17:31:04Z,iam.amazonaws.com,CreateServiceLinkedRole,us-east-1,AWS Internal,AWS Internal,,[],13d9702f-9cde-4a65-8514-77a02535044a,f5d1fde8-a2c7-4dcb-9124-459c1cda3b18,false,AwsApiCall,182640989777,Management,,
Daniel,,2021-01-02T17:27:09Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,323bdc3d-9151-496f-8926-df0d9f4a0686,false,AwsConsoleSignIn,182640989777,Management,,
CloudTrail,,2021-01-02T17:24:10Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,1b516a67-8d76-4dd7-b3de-b9f39f76a7d0,false,AwsConsoleSignIn,182640989777,Management,,
Daniel,,2021-01-02T17:15:36Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,b4faad57-2eac-417b-a96c-b0ffe5ebc735,false,AwsConsoleSignIn,182640989777,Management,,
CloudTrail,,2021-01-02T17:08:34Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,f4458fe1-212c-4865-9243-bbddb433b482,false,AwsConsoleSignIn,182640989777,Management,,
Daniel,,2021-01-02T16:54:56Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,bb6cbaa7-23fd-43f3-a524-7629c1dc0ae8,false,AwsConsoleSignIn,182640989777,Management,,
CloudTrail,,2021-01-02T16:48:05Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,ffd79afa-aec1-466b-aac4-762e4f464655,false,AwsConsoleSignIn,182640989777,Management,,
HIDDEN_DUE_TO_SECURITY_REASONS,,2021-01-02T16:47:26Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,009120aa-2a06-4f53-a7f9-5ffd6ab2c923,false,AwsConsoleSignIn,182640989777,Management,,
Daniel,,2021-01-02T16:39:27Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,779e9251-70b1-4dcf-a2c8-c68c180264c0,false,AwsConsoleSignIn,182640989777,Management,,
CloudTrail,,2021-01-02T16:22:18Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,7a2a5cf7-8527-4d0f-9854-859ab0acf928,false,AwsConsoleSignIn,182640989777,Management,,
Daniel,,2021-01-02T15:50:10Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,42754732-02e8-44aa-af2b-3506c445c9ae,false,AwsConsoleSignIn,182640989777,Management,,
Accountant,ASIASVBSAKZIT2QZ5OKY,2021-01-02T15:27:04Z,iam.amazonaws.com,ChangePassword,us-east-1,AWS Internal,AWS Internal,,[],ae38a36e-f97c-40b3-8267-95b8db67160b,3efdb037-45a0-4245-be23-7db0a4cbc3a6,false,AwsApiCall,182640989777,Management,,
CloudTrail,ASIASVBSAKZI54FHOLU2,2021-01-02T15:23:39Z,iam.amazonaws.com,ChangePassword,us-east-1,AWS Internal,AWS Internal,,[],31bad82a-6d29-4858-bd71-89052c879fde,90f3672e-9310-4f09-9a44-04bed3fe2569,false,AwsApiCall,182640989777,Management,,
CloudTrail,,2021-01-02T15:23:09Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,4f3fc751-d63b-4538-a946-6dd3901aa2b1,false,AwsConsoleSignIn,182640989777,Management,,
Daniel,ASIASVBSAKZIZXTNOXVD,2021-01-02T15:17:07Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,93.44.192.68,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""}]",3cf2f66b-a911-4a77-830d-df9a0e6ba078,7302a354-32f9-4bf1-ba6d-7dc6b155ddf3,false,AwsApiCall,182640989777,Management,,
Daniel,ASIASVBSAKZIZXTNOXVD,2021-01-02T15:17:06Z,iam.amazonaws.com,AddUserToGroup,us-east-1,93.44.192.68,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",949bd651-8ef6-4603-8606-3e8b6e2a9096,10895bb1-5330-4a55-954d-36c029e87eb3,false,AwsApiCall,182640989777,Management,,
Daniel,ASIASVBSAKZIZXTNOXVD,2021-01-02T15:17:06Z,iam.amazonaws.com,CreateUser,us-east-1,93.44.192.68,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::182640989777:user/Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDASVBSAKZIURFA3UKCS""}]",5165f5b7-9e05-41fa-9430-7d378edb328c,278143b2-87fd-42d3-a542-2e304ae7952c,false,AwsApiCall,182640989777,Management,,
Daniel,ASIASVBSAKZIZXTNOXVD,2021-01-02T15:17:06Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,93.44.192.68,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",cb305db1-f14a-4b99-81f6-774cad828f12,dfd86df0-c417-4d37-828f-d58a8c407ed1,false,AwsApiCall,182640989777,Management,,
Daniel,ASIASVBSAKZIZXTNOXVD,2021-01-02T15:15:44Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,93.44.192.68,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",da8c8c4d-a138-4324-a9ea-a44e0c21c19c,12df6165-8972-4861-869a-6ff930df963a,false,AwsApiCall,182640989777,Management,,
Daniel,ASIASVBSAKZIZXTNOXVD,2021-01-02T15:15:43Z,iam.amazonaws.com,AddUserToGroup,us-east-1,93.44.192.68,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",f6e82f72-3342-44b7-a384-5b302021ff33,63feac64-50c5-4bb8-bb00-c8efc40ec707,false,AwsApiCall,182640989777,Management,,
Daniel,ASIASVBSAKZIZXTNOXVD,2021-01-02T15:15:43Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,93.44.192.68,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",593b8558-83d1-4674-ae8f-10e0bd2ba872,b1fd5a04-95f6-4b7f-9da9-c3f3821a4699,false,AwsApiCall,182640989777,Management,,
Daniel,ASIASVBSAKZIZXTNOXVD,2021-01-02T15:15:42Z,iam.amazonaws.com,CreateUser,us-east-1,93.44.192.68,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDASVBSAKZIUII5GZ645""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::182640989777:user/CloudTrail""}]",21c1b7cd-3b56-4701-9d18-d66330199133,91b2ceb7-378f-48ff-a3ff-9fc2cdf0b1ac,false,AwsApiCall,182640989777,Management,,
Daniel,ASIASVBSAKZIZXTNOXVD,2021-01-02T15:09:20Z,iam.amazonaws.com,CreateGroup,us-east-1,93.44.192.68,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPASVBSAKZI2Y2ZIWY4Q""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::182640989777:group/Reviewers""}]",6456538f-6f0f-49e1-bb11-4f3541c7c760,7407c2bf-0436-41d6-82b6-47c21c03dd4a,false,AwsApiCall,182640989777,Management,,
Daniel,ASIASVBSAKZIZXTNOXVD,2021-01-02T15:09:20Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,93.44.192.68,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/job-function/Billing""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",f8d2244e-cc82-4a34-99ca-c1e5b99da219,b2f33d49-a3db-440a-b3f5-5d1cf2f62abe,false,AwsApiCall,182640989777,Management,,
Daniel,ASIASVBSAKZIZXTNOXVD,2021-01-02T15:08:46Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,93.44.192.68,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",08e51f90-0abf-4ac6-9d1f-d799a2f78612,3905b7ee-f19b-4214-98e5-686f2818f5fe,false,AwsApiCall,182640989777,Management,,
Daniel,ASIASVBSAKZIZXTNOXVD,2021-01-02T15:08:46Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,93.44.192.68,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrail_FullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",1857a2d8-90da-45b6-b5b7-18d1e2461469,85c80b73-866e-4d9d-b957-434719df9f77,false,AwsApiCall,182640989777,Management,,
Daniel,ASIASVBSAKZIZXTNOXVD,2021-01-02T15:08:46Z,iam.amazonaws.com,CreateGroup,us-east-1,93.44.192.68,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::182640989777:group/CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPASVBSAKZIZQ7J4O5I3""}]",d052d7a7-3766-4539-b326-24912b1d30e2,c54c0cce-4867-42a8-81aa-f8e2fb4c7dd9,false,AwsApiCall,182640989777,Management,,
Daniel,,2021-01-02T13:02:26Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,4d8b5ee2-11b9-4008-926e-320cefca5816,false,AwsConsoleSignIn,182640989777,Management,,
Daniel,ASIASVBSAKZIVFBDV6TY,2021-01-02T12:20:47Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,93.44.192.68,console.amazonaws.com,,[],0d15a16e-7ff3-433b-ac28-1f1a18f94b90,ab04610d-e00a-4d2d-93ef-e0f74c2308aa,false,AwsApiCall,182640989777,Management,,
Daniel,,2021-01-02T00:27:01Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,f36a751b-75ae-46d1-bdcc-ecef0f6b2f60,false,AwsConsoleSignIn,182640989777,Management,,
Daniel,ASIASVBSAKZIUCDDCMPD,2021-01-01T15:31:01Z,iam.amazonaws.com,CreateAccessKey,us-east-1,93.44.192.68,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""AKIASVBSAKZIZPALN6BL""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""Dmondello""}]",fa034458-4215-4096-8169-931cbb620558,8e6dac18-493e-4325-8835-57eb8dcf2d4b,false,AwsApiCall,182640989777,Management,,
Daniel,ASIASVBSAKZIUCDDCMPD,2021-01-01T15:10:30Z,iam.amazonaws.com,AddUserToGroup,us-east-1,93.44.192.68,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""test""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Sistemista""}]",c9bdaee7-66de-4db9-8685-88a9eaaf384a,39ed20b8-4d58-418b-81cd-644972b54b1d,false,AwsApiCall,182640989777,Management,,
Daniel,ASIASVBSAKZIUCDDCMPD,2021-01-01T15:10:30Z,iam.amazonaws.com,CreateAccessKey,us-east-1,93.44.192.68,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""AKIASVBSAKZIZAESCN5Z""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""test""}]",692580fb-0137-42a4-a32e-b1cb2332f25d,6c6b07cc-3788-4bdb-8ac1-cc6ad928a109,false,AwsApiCall,182640989777,Management,,
Daniel,ASIASVBSAKZIUCDDCMPD,2021-01-01T15:10:30Z,iam.amazonaws.com,CreateUser,us-east-1,93.44.192.68,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""test""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::182640989777:user/test""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDASVBSAKZI4FSIAEBQH""}]",9abdf0d8-599c-495f-8c29-683a0f17134a,cde318d4-8c75-4770-80ba-5345d49f8905,false,AwsApiCall,182640989777,Management,,
Daniel,,2021-01-01T10:07:44Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,aaf11c61-d2e8-4f90-8de1-db13ce10e723,false,AwsConsoleSignIn,182640989777,Management,,
Daniel,,2020-12-30T08:41:00Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,fc75c4ba-faf9-42b5-a881-0bf6c7a3a6ee,false,AwsConsoleSignIn,182640989777,Management,,
